Time (s),X (m),Y (m),Z (m),Roll (deg),Pitch (deg),Yaw (deg)
0.0,0.0,5.0,0.0,0.0,3.0,0.0
0.1,0.04999916667083333,4.999750002083327,0.05,0.24989584635339165,2.997600319982934,0.2
0.2,0.09999333346666542,4.99900003333289,0.1,0.49916708323414083,2.9904051189078578,0.4
0.30000000000000004,0.14997750101247834,4.997750168744939,0.15000000000000002,0.7471906623679963,2.9784259075615984,0.6000000000000001
0.4,0.19994667093317084,4.9960005333048905,0.2,0.9933466539753062,2.9616818501268805,0.8
0.5,0.24989584635339165,4.993751301974831,0.25,1.2370197962726148,2.940199733523725,1.0
0.6000000000000001,0.29982003239722305,4.991002699676021,0.30000000000000004,1.4776010333066982,2.914013924556089,1.2000000000000002
0.7000000000000001,0.3497142366876638,4.987755001266398,0.35000000000000003,1.714489037277257,2.8831663149323132,1.4000000000000001
0.8,0.39957346984586356,4.984008531513097,0.4,1.9470917115432527,2.847706254247323,1.6
0.9,0.44939274599005535,4.979763665059971,0.45,2.174827670556151,2.8076904710338044,1.8
1.0,0.49916708323414083,4.975020826390128,0.5,2.3971276930210146,2.763182982008655,2.0
1.1,0.5488915041858742,4.969780489783483,0.55,2.6134361446532957,2.7142549896598895,2.2
1.2000000000000002,0.5985610364445969,4.96404317926933,0.6000000000000001,2.8232123669751767,2.660984768337852,2.4000000000000004
1.3,0.6481707130984744,4.95780946857394,0.65,3.025932028680198,2.6034575390329495,2.6
1.4000000000000001,0.6977155732211825,4.951079981063185,0.7000000000000001,3.221088436188455,2.5417653330402485,2.8000000000000003
1.5,0.7471906623679963,4.943855389680211,0.75,3.4081938001166705,2.476006844729035,3.0
1.6,0.79659103307123,4.936136416878134,0.8,3.5867804544976147,2.406287273652878,3.2
1.7000000000000002,0.8459117453349803,4.927923834547803,0.8500000000000001,3.7564020257014645,2.332718156252784,3.4000000000000004
1.8,0.8951478671291211,4.919218463940608,0.9,3.9166345481374174,2.255417187422685,3.6
1.9000000000000001,0.9442944748825032,4.910021175586352,0.9500000000000001,4.067077523946869,2.1745080322227155,3.8000000000000003
2.0,0.9933466539753062,4.900332889206209,1.0,4.207354924039483,2.0901201280414963,4.0
2.1,1.0422994992304981,4.890154573620742,1.05,4.337116127970084,2.0023884775239242,4.2
2.2,1.091148115404347,4.879487246653028,1.1,4.456036800307176,1.9114534325957404,4.4
2.3000000000000003,1.1398876176759423,4.868331975026875,1.1500000000000001,4.563819701302606,1.817460469930388,4.6000000000000005
2.4000000000000004,1.1885131321356732,4.856689874260149,1.2000000000000002,4.660195429836132,1.7205599582173694,4.800000000000001
2.5,1.2370197962726148,4.844562108553225,1.25,4.7449230967779314,1.6209069176044189,5.0
2.6,1.2854027594607755,4.8319498906725675,1.3,4.817790927085966,1.518660771698335,5.2
2.7,1.333657183444156,4.818854481829453,1.35,4.878616789133296,1.4139850925212198,5.4
2.8000000000000003,1.3817782428205692,4.805277191553855,1.4000000000000001,4.9272486499423005,1.3070473388301362,5.6000000000000005
2.9000000000000004,1.429761125524178,4.791219377563486,1.4500000000000002,4.963564955187942,1.1980185882188192,5.800000000000001
3.0,1.4776010333066982,4.776682445628031,1.5,4.987474933020272,1.0870732634300204,6.0
3.1,1.525293182217218,4.761667849428568,1.55,4.998918820946786,0.9743888533163282,6.2
3.2,1.5728328030805894,4.746177090412205,1.6,4.997868015207527,0.8601456288958659,6.4
3.3000000000000003,1.6202151419743425,4.730211717641934,1.6500000000000001,4.984325142269594,0.7445263549571182,6.6000000000000005
3.4000000000000004,1.6674354607040724,4.713773327641731,1.7000000000000002,4.958324052262342,0.6277159976742572,6.800000000000001
3.5,1.714489037277257,4.696863564236894,1.75,4.919929734369685,0.5099014287007224,7.0
